Лс,Номер,СервисГид,Слово,Тариф,Статус,Статус баланса
21384562,9324030130,501958,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384563,9324030131,,,,Свободный,ПозитивнаяДинами
21384565,9324030132,566859,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384569,9324030134,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21384570,9324030135,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384571,9324030136,,,,Свободный,ПозитивнаяДинами
21384572,9324030137,,,,Свободный,ПозитивнаяДинами
21384573,9324030138,,,,Свободный,ПозитивнаяДинами
21384574,9324030139,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384575,9324030140,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384577,9324030141,610077,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384580,9324030143,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384582,9324030144,,,,Свободный,ПозитивнаяДинами
21384584,9324030145,,,,Свободный,ПозитивнаяДинами
21384585,9324030146,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384586,9324030147,766110,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384587,9324030148,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384588,9324030149,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21384590,9324030151,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384592,9324030152,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384593,9324030153,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384594,9324030154,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384596,9324030156,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21384597,9324030157,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384598,9324030158,505511,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384599,9324030159,,,,Свободный,ПозитивнаяДинами
21384601,9324030161,,,,Свободный,ПозитивнаяДинами
21384604,9324030163,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384607,9324030165,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384628,9324030166,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384609,9324030167,,,,Свободный,НегативнаяСтатика
21384611,9324030168,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384612,9324030169,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384613,9324030170,,,,Свободный,ПозитивнаяДинами
21384614,9324030171,,,,Свободный,НегативнаяСтатика
21384615,9324030172,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384618,9324030173,790500,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384619,9324030174,,,,Свободный,ПозитивнаяДинами
21384620,9324030175,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384622,9324030176,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384623,9324030177,896985,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384625,9324030179,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384627,9324030180,,,,Свободный,ПозитивнаяДинами
21384630,9324030181,,,,Свободный,ПозитивнаяДинами
21384629,9324030182,557978,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384631,9324030183,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384632,9324030184,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384633,9324030185,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384634,9324030186,,,,Свободный,ПозитивнаяДинами
21384635,9324030187,770691,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384636,9324030188,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384637,9324030189,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384645,9324030190,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384646,9324030191,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384647,9324030192,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384651,9324030193,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384652,9324030194,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384653,9324030195,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21384655,9324030197,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384656,9324030198,191178,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384657,9324030199,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384658,9324030200,,,,Свободный,ПозитивнаяДинами
21384661,9324030202,,,,Свободный,НегативнаяСтатика
21384659,9324030203,,,,Свободный,ПозитивнаяДинами
21384662,9324030204,,,,Свободный,ПозитивнаяДинами
21384664,9324030205,,,,Свободный,ПозитивнаяДинами
21384665,9324030206,,,,Свободный,ПозитивнаяДинами
21384666,9324030207,,,,Свободный,ПозитивнаяДинами
21384667,9324030208,,,,Свободный,ПозитивнаяДинами
21384668,9324030209,,,,Свободный,НегативнаяСтатика
21384670,9324030210,,,,Свободный,ПозитивнаяДинами
21384672,9324030211,,,,Свободный,ПозитивнаяДинами
21384673,9324030212,,,,Свободный,ПозитивнаяДинами
21384674,9324030213,,,,Свободный,ПозитивнаяДинами
21384675,9324030214,,,,Свободный,ПозитивнаяДинами
21384677,9324030215,,,,Свободный,ПозитивнаяДинами
21384678,9324030216,,,,Свободный,ПозитивнаяДинами
21384680,9324030217,,,,Свободный,ПозитивнаяДинами
21384681,9324030218,,,,Свободный,ПозитивнаяДинами
21384682,9324030219,,,,Свободный,ПозитивнаяДинами
21384684,9324030220,,,,Свободный,НегативнаяСтатика
21384685,9324030221,601819,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384687,9324030224,,,,Свободный,ПозитивнаяДинами
21384688,9324030225,,,,Свободный,НегативнаяСтатика
21384689,9324030226,599897,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384691,9324030227,806655,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384708,9324030228,,,,Свободный,ПозитивнаяДинами
21384710,9324030229,,,,Свободный,ПозитивнаяДинами
21384711,9324030230,,,,Свободный,ПозитивнаяДинами
21384712,9324030231,,,,Свободный,ПозитивнаяДинами
21384713,9324030232,,,,Свободный,ПозитивнаяДинами
21384729,9324030234,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21384717,9324030235,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384718,9324030236,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384719,9324030238,,,,Свободный,ПозитивнаяДинами
21384721,9324030239,,,,Свободный,ПозитивнаяДинами
21384722,9324030240,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384725,9324030243,,,,Свободный,ПозитивнаяДинами
21384727,9324030244,,,,Свободный,ПозитивнаяДинами
21384731,9324030245,,,,Свободный,ПозитивнаяДинами
21384732,9324030246,,,,Свободный,ПозитивнаяДинами
21384734,9324030247,,,,Свободный,ПозитивнаяДинами
21384735,9324030248,,,,Свободный,ПозитивнаяДинами
21384738,9324030249,,,,Свободный,ПозитивнаяДинами
21384739,9324030250,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384741,9324030251,,,,Свободный,НегативнаяДинамика
21384744,9324030252,,,,Свободный,ПозитивнаяДинами
21384720,9324030253,717015,Академия,Территория 1500,Свободный,ПозитивнаяСтатика
21384745,9324030254,,,,Свободный,ПозитивнаяДинами
21384748,9324030255,968701,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384749,9324030256,,,,Свободный,ПозитивнаяДинами
21384737,9324030257,,,,Свободный,ПозитивнаяДинами
21384751,9324030258,,,,Свободный,ПозитивнаяДинами
21384753,9324030259,,,,Свободный,ПозитивнаяДинами
21384743,9324030260,,,,Свободный,ПозитивнаяДинами
21384754,9324030261,,,,Свободный,ПозитивнаяДинами
21384757,9324030262,,,,Свободный,ПозитивнаяДинами
21384758,9324030263,,,,Свободный,ПозитивнаяДинами
21384761,9324030265,,,,Свободный,ПозитивнаяДинами
21384762,9324030266,,,,Свободный,ПозитивнаяДинами
21384768,9324030267,,,,Свободный,ПозитивнаяДинами
21384770,9324030269,,,,Свободный,НегативнаяДинамика
21384772,9324030270,,,,Свободный,ПозитивнаяДинами
21384773,9324030271,,,,Свободный,ПозитивнаяДинами
21384774,9324030272,,,,Свободный,НегативнаяСтатика
21384775,9324030273,,,,Свободный,ПозитивнаяДинами
21384778,9324030274,,,,Свободный,ПозитивнаяДинами
21384780,9324030275,,,,Свободный,ПозитивнаяДинами
21384782,9324030276,,,,Свободный,ПозитивнаяДинами
21384784,9324030278,,,,Свободный,ПозитивнаяДинами
21384785,9324030279,,,,Свободный,ПозитивнаяДинами
21384787,9324030280,,,,Свободный,ПозитивнаяДинами
21384789,9324030281,,,,Свободный,ПозитивнаяДинами
21384777,9324030282,,,,Свободный,ПозитивнаяДинами
21384791,9324030283,888098,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21384793,9324030284,,,,Свободный,ПозитивнаяДинами
21384792,9324030285,,,,Свободный,ПозитивнаяДинами
21384799,9324030286,,,,Свободный,ПозитивнаяДинами
21384795,9324030287,06`1508,Академия,Территория 1500,Свободный,НегативнаяСтатика
21384797,9324030288,,,,Свободный,ПозитивнаяДинами
21384801,9324030289,,,,Свободный,ПозитивнаяДинами
21384802,9324030290,,,,Свободный,ПозитивнаяДинами
21384804,9324030291,,,,Свободный,ПозитивнаяДинами
21384805,9324030292,,,,Свободный,ПозитивнаяДинами
21384806,9324030293,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21384807,9324030294,57898,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385080,9324030295,,,,Свободный,ПозитивнаяДинами
21385090,9324030296,,,,Свободный,ПозитивнаяДинами
21385093,9324030297,575579,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385094,9324030298,507757,Академия,Территория 1500,Свободный,НегативнаяСтатика
21385096,9324030299,,,,Свободный,ПозитивнаяДинами
21385099,9324030300,,,,Свободный,ПозитивнаяДинами
21385100,9324030301,,,,Свободный,ПозитивнаяДинами
21385101,9324030302,,,,Свободный,ПозитивнаяДинами
21385102,9324030304,,,,Свободный,ПозитивнаяДинами
21385103,9324030305,,,,Свободный,ПозитивнаяДинами
21385105,9324030306,,,,Свободный,ПозитивнаяДинами
21385106,9324030307,,,,Свободный,ПозитивнаяДинами
21385107,9324030308,,,,Свободный,ПозитивнаяДинами
21385159,9324030309,967608,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385198,9324030310,,,,Свободный,ПозитивнаяДинами
21385199,9324030311,57607,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385200,9324030312,,,,Свободный,ПозитивнаяДинами
21385202,9324030313,,,,Свободный,ПозитивнаяДинами
21385203,9324030314,,,,Свободный,ПозитивнаяДинами
21385204,9324030315,,,,Свободный,ПозитивнаяДинами
21385205,9324030316,,,,Свободный,ПозитивнаяДинами
21385206,9324030317,558686,Академия,Территория 1500,Свободный,НегативнаяСтатика
21385207,9324030318,,,,Свободный,ПозитивнаяДинами
21385208,9324030319,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385210,9324030320,,,,Свободный,ПозитивнаяДинами
21385211,9324030321,,,,Свободный,ПозитивнаяДинами
21385214,9324030322,,,,Свободный,ПозитивнаяДинами
21385215,9324030323,,,,Свободный,ПозитивнаяСтатика
21385218,9324030324,,,,Свободный,ПозитивнаяДинами
21385221,9324030326,,,,Свободный,ПозитивнаяДинами
21385225,9324030329,,,,Свободный,ПозитивнаяДинами
21385226,9324030330,,,,Свободный,ПозитивнаяДинами
21385228,9324030331,,,,Свободный,ПозитивнаяДинами
21385229,9324030334,,,,Свободный,ПозитивнаяДинами
21385231,9324030335,799987,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21385227,9324030336,,,,Свободный,ПозитивнаяДинами
21380128,9324030337,,,,Свободный,ПозитивнаяДинами
21380130,9324030338,,,,Свободный,ПозитивнаяДинами
21380337,9324030339,,,,Свободный,ПозитивнаяДинами
21380338,9324030340,,,,Свободный,ПозитивнаяДинами
21432343,9324030341,,,,Свободный,ПозитивнаяДинами
21432350,9324030342,,,,Свободный,ПозитивнаяДинами
21432354,9324030343,,,,Свободный,НегативнаяДинамика
21432357,9324030344,,,,Свободный,ПозитивнаяДинами
21432362,9324030346,,,,Свободный,НегативнаяДинамика
21432367,9324030347,111568,Академия,Территория 1500,Свободный,НегативнаяСтатика
21432373,9324030348,,,,Свободный,ПозитивнаяДинами
21432382,9324030350,169850,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432387,9324030351,,,,Свободный,ПозитивнаяДинами
21432017,9324030353,,,,Свободный,ПозитивнаяДинами
21432019,9324030354,,,,Свободный,ПозитивнаяДинами
21432021,9324030355,,,,Свободный,ПозитивнаяДинами
21432024,9324030356,,,,Свободный,ПозитивнаяДинами
21432293,9324030357,,,,Свободный,ПозитивнаяДинами
21431684,9324030358,,,,Свободный,ПозитивнаяДинами
21431689,9324030359,NoData,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431691,9324030360,,,,Свободный,ПозитивнаяДинами
21431693,9324030362,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431696,9324030364,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431699,9324030365,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431697,9324030366,715006,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431706,9324030367,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431708,9324030368,,,,Свободный,ПозитивнаяДинами
21431709,9324030369,610960,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431711,9324030370,,,,Свободный,ПозитивнаяДинами
21431723,9324030372,,,,Свободный,ПозитивнаяДинами
21431724,9324030373,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21431726,9324030374,78555,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431730,9324031388,,,,Свободный,ПозитивнаяДинами
21431732,9324031389,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21431735,9324031390,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432233,9324031391,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432235,9324031392,101976,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432237,9324031393,851719,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432238,9324031394,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21432239,9324031395,555908,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432240,9324031396,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432242,9324031397,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432244,9324031398,0,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432246,9324031400,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432247,9324031401,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432250,9324031402,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432252,9324031404,,,,Свободный,ПозитивнаяДинами
21432255,9324031405,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432254,9324031406,770605,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432256,9324031407,995767,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432257,9324031408,909509,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432258,9324031409,90000,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432261,9324031410,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432260,9324031411,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432265,9324031413,,,,Свободный,ПозитивнаяДинами
21432266,9324031414,501691,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432269,9324031415,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432270,9324031416,,,,Свободный,ПозитивнаяДинами
21432274,9324031418,,,,Свободный,НегативнаяДинамика
21432275,9324031419,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432277,9324031420,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432282,9324031422,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432263,9324031423,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432280,9324031424,,,,Свободный,ПозитивнаяДинами
21432285,9324031426,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432287,9324031427,965967,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432289,9324031428,880687,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432291,9324031430,,,,Свободный,ПозитивнаяДинами
21432294,9324031431,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432295,9324031432,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432297,9324031433,85901,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432298,9324031434,,,,Свободный,ПозитивнаяДинами
21432299,9324031435,605585,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432301,9324031436,,,,Свободный,ПозитивнаяДинами
21432302,9324031437,508985,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432303,9324031438,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432304,9324031439,595688,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477723,9324031440,785888,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432308,9324031441,550707,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432309,9324031442,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432330,9324031445,,,,Свободный,ПозитивнаяДинами
21432331,9324031446,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432333,9324031447,,,,Свободный,ПозитивнаяДинами
21432334,9324031448,508067,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432335,9324031449,708660,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432336,9324031450,665781,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432338,9324031451,678110,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432339,9324031452,665616,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432341,9324031453,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432344,9324031454,,,,Свободный,ПозитивнаяДинами
21432345,9324031455,16591,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432347,9324031456,,,,Свободный,ПозитивнаяДинами
21432379,9324031457,955178,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432349,9324031458,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432351,9324031459,,,,Свободный,ПозитивнаяДинами
21432353,9324031460,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432356,9324031462,,,,Свободный,ПозитивнаяДинами
21432358,9324031463,,,,Свободный,НегативнаяДинамика
21432360,9324031464,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432364,9324031465,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21432368,9324031466,,,,Свободный,ПозитивнаяДинами
21432370,9324031467,565601,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432371,9324031468,19100,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432372,9324031469,,,,Свободный,ПозитивнаяДинами
21432374,9324031470,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432377,9324031472,665897,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432380,9324031473,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432381,9324031474,,,,Свободный,ПозитивнаяДинами
21432386,9324031475,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432388,9324031476,61775,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432390,9324031477,,,,Свободный,ПозитивнаяДинами
21432393,9324031478,758707,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432394,9324031479,598501,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432395,9324031480,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432399,9324031482,,,,Свободный,ПозитивнаяДинами
21432400,9324031483,968019,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432407,9324031486,,,,Свободный,ПозитивнаяДинами
21432413,9324031487,166978,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432408,9324031488,687098,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432406,9324031489,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432409,9324031490,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432412,9324031491,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432415,9324031492,0,Академия,Территория 1500,Свободный,НегативнаяСтатика
21432418,9324031493,578176,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432420,9324031494,769877,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432421,9324031495,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432419,9324031496,577988,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432422,9324031497,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432423,9324031498,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432427,9324031499,,,,Свободный,ПозитивнаяДинами
21432425,9324031500,659918,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432429,9324031501,,,,Свободный,ПозитивнаяДинами
21432436,9324031504,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432438,9324031505,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432440,9324031506,760889,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432442,9324031507,680091,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432445,9324031509,955889,Академия,Территория 1500,Свободный,НегативнаяДинамика
21432446,9324031510,,,,Свободный,ПозитивнаяДинами
21432450,9324031511,106071,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432451,9324031512,586,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432453,9324031513,,,,Свободный,ПозитивнаяДинами
21432455,9324031514,,,,Свободный,ПозитивнаяДинами
21432456,9324031515,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432458,9324031516,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432460,9324031517,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432461,9324031518,,,,Свободный,ПозитивнаяДинами
21432463,9324031519,,,,Свободный,НегативнаяДинамика
21432465,9324031520,,,,Свободный,ПозитивнаяДинами
21432469,9324031521,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432312,9324031522,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432313,9324031523,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432317,9324031524,,,,Свободный,ПозитивнаяДинами
21432318,9324031525,875561,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432320,9324031526,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432321,9324031527,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432322,9324031528,781098,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432323,9324031529,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432326,9324031530,5011,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432327,9324031531,771595,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432328,9324031532,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21432999,9324031534,,,,Свободный,ПозитивнаяДинами
21433001,9324031535,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433003,9324031536,576765,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433004,9324031537,970080,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433006,9324031538,,,,Свободный,ПозитивнаяДинами
21433007,9324031539,689165,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433009,9324031540,790515,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433010,9324031541,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433011,9324031542,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433012,9324031543,765700,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433015,9324031545,,,,Свободный,ПозитивнаяДинами
21433017,9324031546,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433021,9324031547,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433022,9324031548,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433024,9324031549,659051,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433029,9324031552,856079,Академия,Территория 1500,Свободный,НегативнаяСтатика
21433030,9324031553,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21433031,9324031554,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23443942,9324031556,610918,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477330,9324031558,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477332,9324031559,507556,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477333,9324031560,507165,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477334,9324031561,77899,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477335,9324031562,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477336,9324031563,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477338,9324031565,,,,Свободный,ПозитивнаяДинами
20757576,9324031566,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477339,9324031567,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477340,9324031568,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477692,9324031569,706950,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477696,9324031572,899060,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477724,9324031573,690650,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477700,9324031575,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477701,9324031576,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477704,9324031577,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477706,9324031578,,,,Свободный,ПозитивнаяДинами
21477707,9324031579,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477709,9324031580,781101,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477710,9324031581,771601,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477712,9324031582,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477713,9324031583,,,,Свободный,ПозитивнаяДинами
21477714,9324031584,599909,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477715,9324031585,0,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477717,9324031586,,,,Свободный,НегативнаяДинамика
21477719,9324031587,77075,Академия,Территория 1500,Свободный,ПозитивнаяДинами
21477720,9324031588,,,,Свободный,ПозитивнаяДинами
21431728,9324031590,,,,Свободный,ПозитивнаяДинами
21387082,9324031641,,,,Свободный,ПозитивнаяДинами
21386967,9324031642,,,,Свободный,ПозитивнаяДинами
21386968,9324031643,,,,Свободный,ПозитивнаяДинами
21386969,9324031644,,,,Свободный,ПозитивнаяДинами
21386970,9324031645,,,,Свободный,ПозитивнаяДинами
21386971,9324031646,,,,Свободный,ПозитивнаяДинами
21386972,9324031647,,,,Свободный,ПозитивнаяДинами
21386973,9324031648,,,,Свободный,ПозитивнаяДинами
21386974,9324031649,,,,Свободный,ПозитивнаяДинами
21386975,9324031650,,,,Свободный,ПозитивнаяДинами
21386976,9324031651,,,,Свободный,ПозитивнаяДинами
21386977,9324031652,,,,Свободный,ПозитивнаяДинами
21386978,9324031653,,,,Свободный,НегативнаяДинамика
21386979,9324031654,511976,Академия,Территория 1500,Свободный,НегативнаяСтатика
21386980,9324031655,,,,Свободный,ПозитивнаяДинами
21386981,9324031656,,,,Свободный,ПозитивнаяДинами
