,,,,,,
Агент,№(из...),ЛС,Телефон,Регион,Баланс,ИНН
"ООО ""ИНТРАСТПЕЙ""",,59458815,9324819277,Тюменская область,"6,72",
"ООО ""ИНТРАСТПЕЙ""",,59458816,9324819278,Тюменская область,"6,17",
"ооо ""интрастпей""",,59458817,,Тюменская область,0,
"ооо ""интрастпей""",,59458818,,Тюменская область,0,
"ооо ""интрастпей""",,59458819,,Тюменская область,0,
"ооо ""интрастпей""",,59458820,,Тюменская область,0,
"ооо ""интрастпей""",,59458821,,Тюменская область,0,
"ооо ""интрастпей""",,59458822,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458823,9324819377,Тюменская область,"1,29",
"ооо ""интрастпей""",,59458824,,Тюменская область,0,
"ооо ""интрастпей""",,59458825,,Тюменская область,0,
"ооо ""интрастпей""",,59458826,,Тюменская область,0,
"ооо ""интрастпей""",,59458827,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458828,9324819440,Тюменская область,"1,7",
"ооо ""интрастпей""",,59458829,,Тюменская область,0,
"ооо ""интрастпей""",,59458830,,Тюменская область,0,
"ооо ""интрастпей""",,59458831,,Тюменская область,0,
"ооо ""интрастпей""",,59458832,,Тюменская область,0,
"ооо ""интрастпей""",,59458833,,Тюменская область,0,
"ооо ""интрастпей""",,59458834,,Тюменская область,0,
"ооо ""интрастпей""",,59458835,,Тюменская область,0,
"ооо ""интрастпей""",,59458836,,Тюменская область,0,
"ооо ""интрастпей""",,59458837,,Тюменская область,0,
"ооо ""интрастпей""",,59458838,,Тюменская область,0,
"ооо ""интрастпей""",,59458839,,Тюменская область,0,
"ооо ""интрастпей""",,59458840,,Тюменская область,0,
"ооо ""интрастпей""",,59458841,,Тюменская область,0,
"ооо ""интрастпей""",,59458843,,Тюменская область,0,
"ооо ""интрастпей""",,59458844,,Тюменская область,0,
"ооо ""интрастпей""",,59458845,,Тюменская область,0,
"ооо ""интрастпей""",,59458846,,Тюменская область,0,
"ооо ""интрастпей""",,59458847,,Тюменская область,0,
"ооо ""интрастпей""",,59458848,,Тюменская область,0,
"ооо ""интрастпей""",,59458849,,Тюменская область,0,
"ооо ""интрастпей""",,59458850,,Тюменская область,0,
"ооо ""интрастпей""",,59458851,,Тюменская область,0,
"ооо ""интрастпей""",,59458852,,Тюменская область,0,
"ооо ""интрастпей""",,59458853,,Тюменская область,0,
"ооо ""интрастпей""",,59458854,,Тюменская область,0,
"ооо ""интрастпей""",,59458855,,Тюменская область,0,
"ооо ""интрастпей""",,59458856,,Тюменская область,0,
"ооо ""интрастпей""",,59458857,,Тюменская область,0,
"ооо ""интрастпей""",,59458858,,Тюменская область,0,
"ооо ""интрастпей""",,59458859,,Тюменская область,0,
"ооо ""интрастпей""",,59458860,,Тюменская область,0,
"ооо ""интрастпей""",,59458861,,Тюменская область,0,
"ооо ""интрастпей""",,59458862,,Тюменская область,0,
"ооо ""интрастпей""",,59458863,,Тюменская область,0,
"ооо ""интрастпей""",,59458864,,Тюменская область,0,
"ооо ""интрастпей""",,59458865,,Тюменская область,0,
"ооо ""интрастпей""",,59458866,,Тюменская область,0,
"ооо ""интрастпей""",,59458867,,Тюменская область,0,
"ооо ""интрастпей""",,59458868,,Тюменская область,0,
"ооо ""интрастпей""",,59458869,9324819745,Тюменская область,"4,28",
"ооо ""интрастпей""",,59458870,,Тюменская область,0,
"ооо ""интрастпей""",,59458871,,Тюменская область,0,
"ооо ""интрастпей""",,59458872,,Тюменская область,0,
"ооо ""интрастпей""",,59458873,,Тюменская область,0,
"ооо ""интрастпей""",,59458874,,Тюменская область,0,
"ооо ""интрастпей""",,59458875,,Тюменская область,0,
"ооо ""интрастпей""",,59458876,,Тюменская область,0,
"ооо ""интрастпей""",,59458877,,Тюменская область,0,
"ооо ""интрастпей""",,59458878,,Тюменская область,0,
"ооо ""интрастпей""",,59458879,,Тюменская область,0,
"ооо ""интрастпей""",,59458880,,Тюменская область,0,
"ооо ""интрастпей""",,59458881,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458882,9324819783,Тюменская область,"1,81",
"ооо ""интрастпей""",,59458883,,Тюменская область,0,
"ооо ""интрастпей""",,59458884,,Тюменская область,0,
"ооо ""интрастпей""",,59458885,,Тюменская область,0,
"ооо ""интрастпей""",,59458886,,Тюменская область,0,
"ооо ""интрастпей""",,59458887,,Тюменская область,0,
"ооо ""интрастпей""",,59458888,,Тюменская область,0,
"ооо ""интрастпей""",,59458889,,Тюменская область,0,
"ооо ""интрастпей""",,59458890,,Тюменская область,0,
"ооо ""интрастпей""",,59458891,,Тюменская область,0,
"ооо ""интрастпей""",,59458892,,Тюменская область,0,
"ооо ""интрастпей""",,59458893,,Тюменская область,0,
"ооо ""интрастпей""",,59458894,,Тюменская область,0,
"ооо ""интрастпей""",,59458895,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458896,9324819859,Тюменская область,"1,32",
"ООО ""ИНТРАСТПЕЙ""",,59458897,9324819860,Тюменская область,1,
"ООО ""ИНТРАСТПЕЙ""",,59458898,9324819861,Тюменская область,"1,93",
"ооо ""интрастпей""",,59458899,,Тюменская область,0,
"ооо ""интрастпей""",,59458900,,Тюменская область,0,
"ооо ""интрастпей""",,59458901,,Тюменская область,0,
"ооо ""интрастпей""",,59458902,,Тюменская область,0,
"ооо ""интрастпей""",,59458903,,Тюменская область,0,
"ооо ""интрастпей""",,59458904,,Тюменская область,0,
"ооо ""интрастпей""",,59458905,,Тюменская область,0,
"ооо ""интрастпей""",,59458906,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458907,9324819944,Тюменская область,"11,57",
"ооо ""интрастпей""",,59458908,,Тюменская область,0,
"ооо ""интрастпей""",,59458909,,Тюменская область,0,
"ооо ""интрастпей""",,59458910,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458911,9324819961,Тюменская область,"1,29",
"ооо ""интрастпей""",,59458912,,Тюменская область,0,
"ооо ""интрастпей""",,59458913,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458914,9324819976,Тюменская область,"2,4",
"ооо ""интрастпей""",,59458915,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458916,9324820009,Тюменская область,"38,8",
"ооо ""интрастпей""",,59458917,,Тюменская область,0,
"ооо ""интрастпей""",,59458918,,Тюменская область,0,
"ооо ""интрастпей""",,59458919,,Тюменская область,0,
"ооо ""интрастпей""",,59458920,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458921,9324820084,Тюменская область,"10,25",
"ооо ""интрастпей""",,59458922,,Тюменская область,0,
"ооо ""интрастпей""",,59458923,,Тюменская область,0,
"ооо ""интрастпей""",,59458924,,Тюменская область,0,
"ооо ""интрастпей""",,59458925,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458926,9324820126,Тюменская область,"1,25",
"ооо ""интрастпей""",,59458927,,Тюменская область,0,
"ооо ""интрастпей""",,59458928,,Тюменская область,0,
"ооо ""интрастпей""",,59458929,,Тюменская область,0,
"ооо ""интрастпей""",,59458930,,Тюменская область,0,
"ооо ""интрастпей""",,59458931,,Тюменская область,0,
"ооо ""интрастпей""",,59458932,,Тюменская область,0,
"ооо ""интрастпей""",,59458933,,Тюменская область,0,
"ооо ""интрастпей""",,59458934,,Тюменская область,0,
"ооо ""интрастпей""",,59458935,,Тюменская область,0,
"ооо ""интрастпей""",,59458936,,Тюменская область,0,
"ооо ""интрастпей""",,59458937,,Тюменская область,0,
"ооо ""интрастпей""",,59458938,,Тюменская область,0,
"ооо ""интрастпей""",,59458939,,Тюменская область,0,
"ооо ""интрастпей""",,59458940,,Тюменская область,"3,95",
"ООО ""ИНТРАСТПЕЙ""",,59458941,9324825474,Тюменская область,"3,93",
"ооо ""интрастпей""",,59458942,,Тюменская область,0,
"ооо ""интрастпей""",,59458943,,Тюменская область,0,
"ооо ""интрастпей""",,59458944,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458945,9324825659,Тюменская область,"6,58",
"ооо ""интрастпей""",,59458946,,Тюменская область,0,
"ооо ""интрастпей""",,59458947,,Тюменская область,0,
"ооо ""интрастпей""",,59458948,,Тюменская область,0,
"ооо ""интрастпей""",,59458949,,Тюменская область,0,
"ооо ""интрастпей""",,59458950,,Тюменская область,0,
"ооо ""интрастпей""",,59458951,,Тюменская область,0,
"ооо ""интрастпей""",,59458952,,Тюменская область,0,
"ооо ""интрастпей""",,59458953,,Тюменская область,0,
"ооо ""интрастпей""",,59458954,,Тюменская область,0,
"ооо ""интрастпей""",,59458955,,Тюменская область,0,
"ооо ""интрастпей""",,59458956,,Тюменская область,0,
"ооо ""интрастпей""",,59458957,,Тюменская область,0,
"ооо ""интрастпей""",,59458958,,Тюменская область,0,
"ооо ""интрастпей""",,59458959,,Тюменская область,0,
"ооо ""интрастпей""",,59458960,,Тюменская область,0,
"ооо ""интрастпей""",,59458961,,Тюменская область,0,
"ооо ""интрастпей""",,59458962,,Тюменская область,0,
"ооо ""интрастпей""",,59458963,,Тюменская область,0,
"ооо ""интрастпей""",,59458964,,Тюменская область,0,
"ооо ""интрастпей""",,59458965,,Тюменская область,0,
"ооо ""интрастпей""",,59458966,,Тюменская область,0,
"ооо ""интрастпей""",,59458967,,Тюменская область,0,
"ооо ""интрастпей""",,59458968,,Тюменская область,0,
"ооо ""интрастпей""",,59458969,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458970,9324832375,Тюменская область,"9,5",
"ООО ""ИНТРАСТПЕЙ""",,59458971,9324832442,Тюменская область,"3,75",
"ооо ""интрастпей""",,59458972,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458973,9324832532,Тюменская область,"3,07",
"ооо ""интрастпей""",,59458974,,Тюменская область,0,
"ооо ""интрастпей""",,59458975,,Тюменская область,0,
"ооо ""интрастпей""",,59458976,,Тюменская область,0,
"ооо ""интрастпей""",,59458977,,Тюменская область,0,
"ооо ""интрастпей""",,59458978,,Тюменская область,0,
"ооо ""интрастпей""",,59458979,,Тюменская область,0,
"ооо ""интрастпей""",,59458980,,Тюменская область,0,
"ооо ""интрастпей""",,59458982,,Тюменская область,0,
"ооо ""интрастпей""",,59458983,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458985,9324832826,Тюменская область,"0,06",
"ООО ""ИНТРАСТПЕЙ""",,59458986,9324832844,Тюменская область,"2,33",
"ООО ""ИНТРАСТПЕЙ""",,59458987,9324832862,Тюменская область,"0,08",
"ооо ""интрастпей""",,59458988,,Тюменская область,0,
"ооо ""интрастпей""",,59458989,,Тюменская область,0,
"ооо ""интрастпей""",,59458990,,Тюменская область,0,
"ооо ""интрастпей""",,59458991,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458992,9324833121,Тюменская область,"4,25",
"ооо ""интрастпей""",,59458993,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59458994,9324833125,Тюменская область,"3,22",
"ооо ""интрастпей""",,59458995,,Тюменская область,0,
"ооо ""интрастпей""",,59458996,,Тюменская область,0,
"ооо ""интрастпей""",,59458997,,Тюменская область,0,
"ооо ""интрастпей""",,59458998,,Тюменская область,0,
"ооо ""интрастпей""",,59458999,,Тюменская область,0,
"ооо ""интрастпей""",,59459000,,Тюменская область,0,
"ооо ""интрастпей""",,59459001,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459002,9324833644,Тюменская область,"2,49",
"ООО ""ИНТРАСТПЕЙ""",,59459003,9324833674,Тюменская область,1,
"ооо ""интрастпей""",,59459004,,Тюменская область,0,
"ооо ""интрастпей""",,59459005,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459006,9324833758,Тюменская область,"-73,11",
"ооо ""интрастпей""",,59459007,,Тюменская область,0,
"ооо ""интрастпей""",,59459008,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459009,9324833785,Тюменская область,"2,9",
"ооо ""интрастпей""",,59459010,,Тюменская область,0,
"ооо ""интрастпей""",,59459011,,Тюменская область,0,
"ооо ""интрастпей""",,59459012,,Тюменская область,0,
"ооо ""интрастпей""",,59459013,,Тюменская область,0,
"ооо ""интрастпей""",,59459014,,Тюменская область,0,
"ооо ""интрастпей""",,59459015,,Тюменская область,0,
"ооо ""интрастпей""",,59459016,,Тюменская область,0,
"ооо ""интрастпей""",,59459017,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459018,9324834240,Тюменская область,"-8,75",
"ооо ""интрастпей""",,59459019,,Тюменская область,0,
"ооо ""интрастпей""",,59459020,,Тюменская область,0,
"ооо ""интрастпей""",,59459021,,Тюменская область,0,
"ооо ""интрастпей""",,59459022,,Тюменская область,0,
"ооо ""интрастпей""",,59459023,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459024,9324834283,Тюменская область,"3,32",
"ооо ""интрастпей""",,59459025,,Тюменская область,0,
"ооо ""интрастпей""",,59459026,,Тюменская область,0,
"ооо ""интрастпей""",,59459027,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459028,9324834309,Тюменская область,"0,03",
"ООО ""ИНТРАСТПЕЙ""",,59459029,9324834310,Тюменская область,"37,89",
"ооо ""интрастпей""",,59459030,,Тюменская область,0,
"ооо ""интрастпей""",,59459031,,Тюменская область,0,
"ооо ""интрастпей""",,59459032,,Тюменская область,0,
"ооо ""интрастпей""",,59459033,,Тюменская область,0,
"ооо ""интрастпей""",,59459034,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459035,9324834336,Тюменская область,"0,6",
"ооо ""интрастпей""",,59459036,,Тюменская область,0,
"ооо ""интрастпей""",,59459037,,Тюменская область,0,
"ооо ""интрастпей""",,59459038,,Тюменская область,0,
"ооо ""интрастпей""",,59459039,,Тюменская область,60,
"ооо ""интрастпей""",,59459040,,Тюменская область,0,
"ооо ""интрастпей""",,59459041,,Тюменская область,0,
"ооо ""интрастпей""",,59459042,,Тюменская область,0,
"ооо ""интрастпей""",,59459043,,Тюменская область,0,
"ооо ""интрастпей""",,59459044,,Тюменская область,0,
"ооо ""интрастпей""",,59459046,,Тюменская область,0,
"ооо ""интрастпей""",,59459047,,Тюменская область,0,
"ооо ""интрастпей""",,59459048,,Тюменская область,0,
"ооо ""интрастпей""",,59459049,,Тюменская область,0,
"ооо ""интрастпей""",,59459050,,Тюменская область,0,
"ооо ""интрастпей""",,59459051,,Тюменская область,0,
"ооо ""интрастпей""",,59459052,,Тюменская область,0,
"ооо ""интрастпей""",,59459053,,Тюменская область,0,
"ооо ""интрастпей""",,59459054,,Тюменская область,0,
"ооо ""интрастпей""",,59459055,,Тюменская область,0,
"ооо ""интрастпей""",,59459056,,Тюменская область,0,
"ооо ""интрастпей""",,59459057,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459058,9324835372,Тюменская область,"18,22",
"ООО ""ИНТРАСТПЕЙ""",,59459059,9324835395,Тюменская область,"-174,44",
"ооо ""интрастпей""",,59459060,,Тюменская область,0,
"ооо ""интрастпей""",,59459061,9324835414,Тюменская область,"5,49",
"ооо ""интрастпей""",,59459062,,Тюменская область,0,
"ооо ""интрастпей""",,59459063,,Тюменская область,0,
"ооо ""интрастпей""",,59459064,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459065,9324835500,Тюменская область,"6,03",
"ООО ""ИНТРАСТПЕЙ""",,59459066,9324835518,Тюменская область,"29,35",
"ООО ""ИНТРАСТПЕЙ""",,59459067,9324835519,Тюменская область,"2,49",
"ооо ""интрастпей""",,59459068,,Тюменская область,0,
"ооо ""интрастпей""",,59459069,,Тюменская область,0,
"ооо ""интрастпей""",,59459070,,Тюменская область,0,
"ооо ""интрастпей""",,59459071,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459072,9324835676,Тюменская область,"171,91",
"ооо ""интрастпей""",,59459073,,Тюменская область,0,
"ооо ""интрастпей""",,59459074,,Тюменская область,0,
"ооо ""интрастпей""",,59459075,,Тюменская область,0,
"ооо ""интрастпей""",,59459076,,Тюменская область,0,
"ооо ""интрастпей""",,59459077,,Тюменская область,0,
"ооо ""интрастпей""",,59459078,,Тюменская область,0,
"ооо ""интрастпей""",,59459079,,Тюменская область,0,
"ооо ""интрастпей""",,59459080,,Тюменская область,0,
"ооо ""интрастпей""",,59459081,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459082,9324835914,Тюменская область,"4,08",
"ООО ""ИНТРАСТПЕЙ""",,59459083,9324835949,Тюменская область,"3,19",
"ооо ""интрастпей""",,59459084,,Тюменская область,0,
"ооо ""интрастпей""",,59459085,,Тюменская область,0,
"ооо ""интрастпей""",,59459086,,Тюменская область,0,
"ооо ""интрастпей""",,59459087,,Тюменская область,0,
"ооо ""интрастпей""",,59459088,,Тюменская область,0,
"ооо ""интрастпей""",,59459089,,Тюменская область,0,
"ооо ""интрастпей""",,59459090,,Тюменская область,0,
"ооо ""интрастпей""",,59459091,,Тюменская область,0,
"ооо ""интрастпей""",,59459092,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459093,9324836427,Тюменская область,"2,78",
"ооо ""интрастпей""",,59459094,,Тюменская область,0,
"ооо ""интрастпей""",,59459095,,Тюменская область,0,
"ооо ""интрастпей""",,59459096,,Тюменская область,0,
"ооо ""интрастпей""",,59459097,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459098,9324836927,Тюменская область,"3,05",
"ооо ""интрастпей""",,59459099,,Тюменская область,0,
"ооо ""интрастпей""",,59459100,,Тюменская область,0,
"ооо ""интрастпей""",,59459101,,Тюменская область,0,
"ооо ""интрастпей""",,59459102,,Тюменская область,0,
"ооо ""интрастпей""",,59459103,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459104,9324837654,Тюменская область,"10,46",
"ооо ""интрастпей""",,59459105,,Тюменская область,0,
"ооо ""интрастпей""",,59459106,,Тюменская область,0,
"ооо ""интрастпей""",,59459107,,Тюменская область,0,
"ооо ""интрастпей""",,59459108,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459109,9324837874,Тюменская область,"1,89",
"ооо ""интрастпей""",,59459110,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459111,9324837981,Тюменская область,"2,41",
"ооо ""интрастпей""",,59459112,,Тюменская область,0,
"ооо ""интрастпей""",,59459113,,Тюменская область,0,
"ооо ""интрастпей""",,59459114,,Тюменская область,0,
"ооо ""интрастпей""",,59459115,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459116,9324838306,Тюменская область,"1,86",
"ооо ""интрастпей""",,59459117,,Тюменская область,0,
"ооо ""интрастпей""",,59459118,,Тюменская область,0,
"ооо ""интрастпей""",,59459119,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459120,9324838329,Тюменская область,"0,46",
"ООО ""ИНТРАСТПЕЙ""",,59459121,9324838332,Тюменская область,"2,61",
"ооо ""интрастпей""",,59459122,,Тюменская область,0,
"ооо ""интрастпей""",,59459123,,Тюменская область,0,
"ооо ""интрастпей""",,59459124,,Тюменская область,0,
"ооо ""интрастпей""",,59459125,,Тюменская область,0,
"ооо ""интрастпей""",,59459126,,Тюменская область,0,
"ооо ""интрастпей""",,59459127,,Тюменская область,0,
"ооо ""интрастпей""",,59459128,,Тюменская область,0,
"ооо ""интрастпей""",,59459129,,Тюменская область,0,
"ооо ""интрастпей""",,59459130,,Тюменская область,0,
"ооо ""интрастпей""",,59459131,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459132,9324838437,Тюменская область,"2,18",
"ооо ""интрастпей""",,59459133,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459134,9324838460,Тюменская область,"8,83",
"ооо ""интрастпей""",,59459135,,Тюменская область,0,
"ооо ""интрастпей""",,59459136,9324838467,Тюменская область,0,
"ооо ""интрастпей""",,59459137,,Тюменская область,0,
"ооо ""интрастпей""",,59459138,,Тюменская область,0,
"ооо ""интрастпей""",,59459139,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459140,9324838494,Тюменская область,"2,77",
"ООО ""ИНТРАСТПЕЙ""",,59459141,9324838511,Тюменская область,"2,94",
"ооо ""интрастпей""",,59459142,,Тюменская область,0,
"ооо ""интрастпей""",,59459143,,Тюменская область,0,
"ооо ""интрастпей""",,59459144,,Тюменская область,0,
"ооо ""интрастпей""",,59459145,,Тюменская область,0,
"ооо ""интрастпей""",,59459146,,Тюменская область,0,
"ооо ""интрастпей""",,59459147,,Тюменская область,0,
"ооо ""интрастпей""",,59459148,,Тюменская область,0,
"ооо ""интрастпей""",,59459149,,Тюменская область,0,
"ооо ""интрастпей""",,59459150,,Тюменская область,0,
"ооо ""интрастпей""",,59459151,,Тюменская область,0,
"ооо ""интрастпей""",,59459152,,Тюменская область,0,
"ооо ""интрастпей""",,59459153,,Тюменская область,0,
"ооо ""интрастпей""",,59459154,,Тюменская область,0,
"ооо ""интрастпей""",,59459155,,Тюменская область,0,
"ооо ""интрастпей""",,59459156,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459157,9324840553,Тюменская область,"2,92",
"ооо ""интрастпей""",,59459158,,Тюменская область,0,
"ооо ""интрастпей""",,59459159,,Тюменская область,0,
"ооо ""интрастпей""",,59459160,,Тюменская область,0,
"ооо ""интрастпей""",,59459161,,Тюменская область,0,
"ооо ""интрастпей""",,59459162,,Тюменская область,0,
"ооо ""интрастпей""",,59459163,,Тюменская область,0,
"ооо ""интрастпей""",,59459164,,Тюменская область,0,
"ооо ""интрастпей""",,59459165,,Тюменская область,0,
"ооо ""интрастпей""",,59459166,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459167,9324840641,Тюменская область,"1,42",
"ооо ""интрастпей""",,59459168,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459169,9324840696,Тюменская область,"1,31",
"ооо ""интрастпей""",,59459170,,Тюменская область,0,
"ооо ""интрастпей""",,59459171,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459172,9324840703,Тюменская область,"0,74",
"ооо ""интрастпей""",,59459173,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459174,9324840708,Тюменская область,"3,62",
"ооо ""интрастпей""",,59459175,,Тюменская область,0,
"ооо ""интрастпей""",,59459176,,Тюменская область,0,
"ооо ""интрастпей""",,59459177,,Тюменская область,0,
"ооо ""интрастпей""",,59459178,,Тюменская область,0,
"ооо ""интрастпей""",,59459179,,Тюменская область,0,
"ооо ""интрастпей""",,59459180,,Тюменская область,0,
"ооо ""интрастпей""",,59459181,,Тюменская область,0,
"ооо ""интрастпей""",,59459182,,Тюменская область,0,
"ооо ""интрастпей""",,59459183,,Тюменская область,0,
"ооо ""интрастпей""",,59459184,,Тюменская область,0,
"ооо ""интрастпей""",,59459185,,Тюменская область,0,
"ооо ""интрастпей""",,59459186,,Тюменская область,0,
"ооо ""интрастпей""",,59459187,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459188,9324840789,Тюменская область,"-29,34",
"ооо ""интрастпей""",,59459189,,Тюменская область,0,
"ооо ""интрастпей""",,59459190,,Тюменская область,0,
"ооо ""интрастпей""",,59459191,,Тюменская область,0,
"ооо ""интрастпей""",,59459192,,Тюменская область,0,
"ооо ""интрастпей""",,59459193,,Тюменская область,0,
"ооо ""интрастпей""",,59459194,,Тюменская область,0,
"ооо ""интрастпей""",,59459195,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459196,9324840897,Тюменская область,"1,77",
"ооо ""интрастпей""",,59459197,,Тюменская область,0,
"ооо ""интрастпей""",,59459198,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459199,9324840934,Тюменская область,"1,61",
"ооо ""интрастпей""",,59459200,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459201,9324840982,Тюменская область,"4,98",
"ооо ""интрастпей""",,59459202,,Тюменская область,0,
"ооо ""интрастпей""",,59459203,,Тюменская область,0,
"ооо ""интрастпей""",,59459204,,Тюменская область,0,
"ооо ""интрастпей""",,59459205,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459206,9324841033,Тюменская область,"27,23",
"ооо ""интрастпей""",,59459207,,Тюменская область,0,
"ооо ""интрастпей""",,59459208,,Тюменская область,0,
"ооо ""интрастпей""",,59459209,,Тюменская область,0,
"ооо ""интрастпей""",,59459210,,Тюменская область,0,
"ооо ""интрастпей""",,59459211,,Тюменская область,0,
"ооо ""интрастпей""",,59459212,,Тюменская область,0,
"ооо ""интрастпей""",,59459213,,Тюменская область,0,
"ооо ""интрастпей""",,59459214,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459215,9324841152,Тюменская область,"147,28",
"ООО ""ИНТРАСТПЕЙ""",,59459216,9324841196,Тюменская область,3,
"ооо ""интрастпей""",,59459217,,Тюменская область,0,
"ооо ""интрастпей""",,59459218,,Тюменская область,0,
"ооо ""интрастпей""",,59459219,,Тюменская область,0,
"ооо ""интрастпей""",,59459220,,Тюменская область,0,
"ооо ""интрастпей""",,59459221,9324841360,Тюменская область,"106,93",
"ооо ""интрастпей""",,59459222,,Тюменская область,0,
"ооо ""интрастпей""",,59459223,,Тюменская область,0,
"ооо ""интрастпей""",,59459224,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459225,9324841411,Тюменская область,"4,18",
"ооо ""интрастпей""",,59459226,,Тюменская область,0,
"ооо ""интрастпей""",,59459227,,Тюменская область,0,
"ооо ""интрастпей""",,59459228,,Тюменская область,0,
"ооо ""интрастпей""",,59459229,,Тюменская область,0,
"ооо ""интрастпей""",,59459230,,Тюменская область,0,
"ооо ""интрастпей""",,59459231,,Тюменская область,0,
"ооо ""интрастпей""",,59459232,,Тюменская область,0,
"ооо ""интрастпей""",,59459233,,Тюменская область,0,
"ооо ""интрастпей""",,59459234,,Тюменская область,0,
"ооо ""интрастпей""",,59459235,,Тюменская область,0,
"ооо ""интрастпей""",,59459236,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459237,9324841672,Тюменская область,"5,47",
"ООО ""ИНТРАСТПЕЙ""",,59459238,9324841675,Тюменская область,"316,94",
"ООО ""ИНТРАСТПЕЙ""",,59459239,9324841682,Тюменская область,"3,38",
"ООО ""ИНТРАСТПЕЙ""",,59459240,9324841684,Тюменская область,"4,43",
"ООО ""ИНТРАСТПЕЙ""",,59459241,9324841691,Тюменская область,"1,77",
"ооо ""интрастпей""",,59459242,,Тюменская область,0,
"ооо ""интрастпей""",,59459243,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459244,9324841721,Тюменская область,"3,76",
"ооо ""интрастпей""",,59459245,,Тюменская область,0,
"ооо ""интрастпей""",,59459246,,Тюменская область,0,
"ооо ""интрастпей""",,59459247,,Тюменская область,0,
"ооо ""интрастпей""",,59459248,,Тюменская область,0,
"ооо ""интрастпей""",,59459249,,Тюменская область,0,
"ооо ""интрастпей""",,59459250,,Тюменская область,0,
"ооо ""интрастпей""",,59459251,,Тюменская область,0,
"ооо ""интрастпей""",,59459252,,Тюменская область,0,
"ооо ""интрастпей""",,59459253,,Тюменская область,0,
"ооо ""интрастпей""",,59459254,,Тюменская область,0,
"ооо ""интрастпей""",,59459255,,Тюменская область,0,
"ооо ""интрастпей""",,59459256,,Тюменская область,0,
"ооо ""интрастпей""",,59459257,,Тюменская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59459258,9324841852,Тюменская область,"4,47",
